Name,Library System,Latitude,Longitude,Address,City,Zip Code,County,Phone
Van Buskirk,Stockton-San Joaquin County Public Library,37.91904,-121.29680,734 Houston Ave.,Stockton,95206,San Joaquin,(209) 937-7358
Sunnyvale Public Library,Sunnyvale Public Library,37.37164,-122.03920,665 W. Olive Ave.,Sunnyvale,94086,Santa Clara,(408) 730-7314
Barber Branch Library,Sutter County Library,39.28093,-121.66099,10321 Live Oak Blvd.,Live Oak,95953,Sutter,(530) 695-2021
Sutter Branch Library,Sutter County Library,39.15904,-121.74872,2147 California St.,Sutter,95982,Sutter,(530) 755-0485
Sutter County Library,Sutter County Library,39.13753,-121.62466,750 Forbes Ave.,Yuba City,95991,Sutter,(530) 822-7137
Corning Branch Library,Tehama County Library,39.92871,-122.17991,740 Third St.,Corning,96021,Tehama,(530) 824-7050
Los Molinos Branch Library,Tehama County Library,40.02127,-122.10027,7881 Highway 99E,Los Molinos,96055,Tehama,(530) 384-2772
Tehama County Library,Tehama County Library,40.16329,-122.22688,545 Diamond Ave.,Red Bluff,96080,Tehama,(530) 527-0604
Newbury Park Branch Library,Thousand Oaks Library,34.18179,-118.92871,2331 Borchard Road,Newbury Park,91320,Ventura,(805) 498-2139
Thousand Oaks Library,Thousand Oaks Library,34.20122,-118.85267,1401 E. Janss Rd.,Thousand Oaks,91362,Ventura,(805) 449-2660
El Retiro Branch Library,Torrance Public Library,33.81566,-118.37894,126 Vista Del Parque,Redondo Beach,90277,Los Angeles,(310) 375-0922
Henderson Branch Library,Torrance Public Library,33.84156,-118.36459,4805 Emerald St.,Torrance,90503,Los Angeles,(310) 371-2075
Katy Geissert Civic Center Library,Torrance Public Library,33.83781,-118.34318,3301 Torrance Blvd.,Torrance,90503,Los Angeles,(310) 618-5950
North Torrance Branch Library,Torrance Public Library,33.87256,-118.33547,3604 Artesia Blvd.,Torrance,90504,Los Angeles,(310) 323-7200
Southeast Branch Library,Torrance Public Library,33.81535,-118.32021,23115 S. Arlington Ave.,Torrance,90501,Los Angeles,(310) 530-5044
Walteria Branch Library,Torrance Public Library,33.80455,-118.35303,3815 W. 242Nd St.,Torrance,90505,Los Angeles,(310) 375-8418
Hayfork Branch Library,Trinity County Free Library,40.55283,-123.19127,6641 A State Hwy. 3,Hayfork,96041,Trinity,(530) 628-5427
Trinity Center Branch Library,Trinity County Free Library,40.98640,-122.70171,"Scott Museum, Airport Rd.",Trinity Center,96091,Trinity,(530) 266-3242
Trinity County Free Library,Trinity County Free Library,40.73548,-122.94239,351 Main St.,Weaverville,96093,Trinity,(530) 623-1373
Alpaugh Branch Library,Tulare County Free Library,35.88788,-119.48686,3816 Ave. 54,Alpaugh,93201,Tulare,(559) 949-8355
Dinuba Branch Library,Tulare County Free Library,36.54328,-119.38707,150 S. I St.,Dinuba,93618,Tulare,(559) 591-5828
Earlimart Library,Tulare County Free Library,35.88492,-119.26914,780 E. Washington St.,Earlimart,93219,Tulare,(661) 849-2525
Exeter Library,Tulare County Free Library,36.29403,-119.13856,230 E. Chestnut,Exeter,93221,Tulare,(559) 592-5361
Farmersville Branch Library,Tulare County Free Library,36.30206,-119.20293,623 N. Avery Ave.,Farmersville,93223,Tulare,(559) 592-0001
Ivanhoe Library,Tulare County Free Library,36.38717,-119.21789,15964 Heather,Ivanhoe,93235,Tulare,(559) 798-1264
Lindsay Library,Tulare County Free Library,36.20357,-119.08949,157 N Mirage St,Lindsay,93247,Tulare,(559) 562-3021
London Branch Library,Tulare County Free Library,36.47698,-119.44491,5711 Ave. 378,Dinuba,93618,Tulare,(559) 591-1017
Orosi Branch Library,Tulare County Free Library,36.54498,-119.29043,12646 Ave. 416,Orosi,93647,Tulare,(559) 591-5830
Pixley Library,Tulare County Free Library,35.96533,-119.29142,"927 S Center St, #B",Pixley,93256,Tulare,(559) 757-1010
Springville Library,Tulare County Free Library,36.13374,-118.81300,35800 Hwy 190 (Sequoia Dawn),Springville,93265,Tulare,(559) 539-2624
Strathmore Library,Tulare County Free Library,36.14650,-119.05804,19646 Road 230,Strathmore,93267,Tulare,(559) 568-1087
Terra Bella Library,Tulare County Free Library,35.95579,-119.03967,23825 Ave. 92,Terra Bella,93270,Tulare,(559) 535-5583
Three Rivers Library,Tulare County Free Library,36.44222,-118.90123,42052 Eggers Dr.,Three Rivers,93271,Tulare,(559) 561-4564
Tipton Library,Tulare County Free Library,36.06079,-119.31029,301 E. Woods Ave.,Tipton,93272,Tulare,(559) 752-4236
Visalia Branch Library,Tulare County Free Library,36.33212,-119.29346,200 W. Oak,Visalia,93291,Tulare,(559) 713-2700
Woodlake Library,Tulare County Free Library,36.42020,-119.10282,400 W. Whitney,Woodlake,93286,Tulare,(559) 564-4824
Tulare Public Library,Tulare Public Library,36.21321,-119.34513,475 North M Street,Tulare,93274,Tulare,(559) 685-4500
Groveland Branch,Tuolumne County Library,37.84045,-120.22562,18990 Hwy 120,Groveland,95321,Tuolumne,(209) 962-6144
Tuolumne City Library,Tuolumne County Library,37.96086,-120.23970,18636 Main St.,Tuolumne,95379,Tuolumne,(209) 928-3612
Tuolumne County Library,Tuolumne County Library,37.98257,-120.36910,480 Greenley Rd.,Sonora,95370,Tuolumne,(209) 533-5945
Twain Harte Library,Tuolumne County Library,38.03907,-120.22545,18701 Tiffeni Suite 1F,Twain Harte,95383,Tuolumne,(209) 586-4501
Upland Public Library,Upland Public Library,34.09881,-117.65031,450 N. Euclid Ave,Upland,91786,San Bernardino,(909) 931-4200
Avenue Library,Ventura County Library,34.28868,-119.29845,606 N. Ventura Ave.,Ventura,93001,Ventura,(805) 643-6393
E. P. Foster Library,Ventura County Library,34.28122,-119.29085,651 E. Main St.,Ventura,93001,Ventura,(805) 648-2715
Fillmore Library,Ventura County Library,34.40463,-118.91498,502 Second St.,Fillmore,93015,Ventura,(805) 524-3355
Hill Road Library,Ventura County Library,34.26762,-119.20642,1070 S. Hill Rd.,Ventura,93003,Ventura,(805) 677-7180
Meiners Oaks Library,Ventura County Library,34.44925,-119.27781,114 N. Padre Juan Ave.,Meiners Oaks,93023,Ventura,(805) 646-4804
Oak Park Library,Ventura County Library,34.18050,-118.76490,899 N Kanan Rd.,Oak Park,91377,Ventura,(818) 889-2239
Oak View Library,Ventura County Library,34.39968,-119.30515,555 Mahoney Ave.,Oak View,93022,Ventura,(805) 649-1523
Ojai Library,Ventura County Library,34.44739,-119.24669,111 E. Ojai Ave.,Ojai,93023,Ventura,(805) 646-1639
Piru Library,Ventura County Library,34.41562,-118.79802,3811 Center St.,Piru,93040,Ventura,(805) 521-1753
Ray D. Prueter - Port Hueneme Library,Ventura County Library,34.15676,-119.19294,510 Park Ave.,Port Hueneme,93041,Ventura,(805) 486-5460
Saticoy Library,Ventura County Library,34.28357,-119.14810,1292 Los Angeles Ave.,Ventura,93004,Ventura,(805) 671-5148
Soliz Library,Ventura County Library,34.23710,-119.16825,2820 Jourdan St.,Oxnard,93036,Ventura,(805) 485-4515
Museum Of Ventura County Research Library,Ventura County Library,34.28066,-119.29931,100 E. Main St.,Ventura,93001,Ventura,(805) 653-0323
Victorville City Library,Victorville City Library,34.52315,-117.30357,15011 Circle Drive,Victorville,92395,San Bernardino,(760) 245-4222
Freedom Branch Library,Watsonville Public Library,36.93796,-121.77782,2021 Freedom Blvd.,Freedom,95019,Santa Cruz,(831) 768-3420
Watsonville Main Library,Watsonville Public Library,36.90854,-121.75563,"275 Main St., Suite 100",Watsonville,95076,Santa Cruz,(831) 768-3400
Transit Depot,Whittier Public Library,33.97453,-118.04031,7333 Greenleaf Avenue,Whittier,90602,Los Angeles,(562) 567-9900
Whittier Public Library,Whittier Public Library,33.97405,-118.03949,7344 S. Washington Ave.,Whittier,90602,Los Angeles,(562) 567-9900
Whittwood Branch Library,Whittier Public Library,33.93982,-117.99359,10537 Santa Gertrudes Ave.,Whittier,90603,Los Angeles,(562) 567-9950
Bayliss Branch Library,Willows Public Library,39.58279,-122.04674,7830 Road 39,Glenn,95943,Glenn,(916) 934-2287
Elk Creek Branch Library,Willows Public Library,39.60709,-122.53888,3432 County Road 309,Elk Creek,95939,Glenn,(916) 968-5238
Willows Public Library,Willows Public Library,39.52188,-122.20006,201 N. Lassen St.,Willows,95988,Glenn,(530) 934-5156
Woodland Public Library,Woodland Public Library,38.67924,-121.77382,250 First St.,Woodland,95695,Yolo,(530) 661-5980
A. F. Turner Community Library,Yolo County Library,38.58022,-121.52335,1212 Merkley Avenue,West Sacramento,95691,Yolo,(916) 375-6465
Clarksburg Branch Library,Yolo County Library,38.41614,-121.52655,52915 Netherlands Ave.,Clarksburg,95612,Yolo,(916) 744-1755
Mary L. Stephens Davis Branch Library,Yolo County Library,38.55685,-121.74706,315 E. 14Th St.,Davis,95616,Yolo,(530) 757-5593
Esparto Regional Library,Yolo County Library,38.69249,-122.01630,17065 Yolo Ave.,Esparto,95627,Yolo,(530) 787-3426
Knights Landing Branch Library,Yolo County Library,38.80030,-121.71792,42351 Third St.,Knights Landing,95645,Yolo,(530) 735-6593
Winters Community Library,Yolo County Library,38.52565,-121.97153,708 Railroad Avenue,Winters,95694,Yolo,(530) 795-4955
Yolo Branch Library,Yolo County Library,38.73321,-121.80744,37750 Sacramento St.,Yolo,95697,Yolo,(530) 662-2363
Yorba Linda Public Library,Yorba Linda Public Library,33.89108,-117.81512,4852 Lakeview Ave.,Yorba Linda,92886,Orange,(714) 777-2873
Yuba County Library,Yuba County Library,39.13765,-121.58757,303 Second St.,Marysville,95901,Yuba,(530) 749-7380
